"Publication Date","Fiscal Year","Agency Name","Unit Appropriation Name","Total Adopted Budget Amount"
"20170124","2018","MAYORALTY","COMMUNITY AFFAIRS UNIT-PS","1,687,593"
"20170124","2018","MAYORALTY","OFFICE OF MGMT AND BUDGET-OTPS","20,892,454"
"20170124","2018","MISCELLANEOUS","RESERVE FOR COLLECTIVE BARGAINING","364,901,051"
"20170124","2018","MAYORALTY","OFF OF LABOR RELATIONS-OTPS","5,858,495"
"20170124","2018","CIVIL SERVICE COMMISSION","PERSONAL SERVICES","1,011,653"
"20170124","2018","BRONX COMMUNITY BOARD #1","PERSONAL SERVICES","213,630"
"20170124","2018","DEPARTMENT OF SMALL BUSINESS SERVICES","CONTRACT COMP & BUS. OPP - PS","2,640,499"
"20170124","2018","QUEENS COMMUNITY BOARD #5","RENT AND ENERGY","40,296"
"20170124","2018","DEPARTMENT FOR THE AGING","EXECUTIVE & ADMIN MGMT - PS","14,754,279"
"20170124","2018","CITY COUNCIL","CMTEE ON CIVIL SERV & LABOR","1"
"20170124","2018","POLICE DEPARTMENT","CRIMINAL JUSTICE-OTPS","461,925"
"20170124","2018","POLICE DEPARTMENT","TRANSIT POLICE-PS","226,014,746"
"20170124","2018","CITY COUNCIL","COMMITTEE ON CONTRACTS","1"
"20170124","2018","DEPARTMENT OF CULTURAL AFFAIRS","OFFICE OF COMMISSIONER-PS","5,036,192"
"20170124","2018","POLICE DEPARTMENT","OPERATIONS","3,165,002,851"
"20170124","2018","POLICE DEPARTMENT","SCHOOL SAFETY- P.S.","274,892,243"
"20170124","2018","DEPARTMENT OF SOCIAL SERVICES","ADMINISTRATION","298,725,953"
"20170124","2018","DEPARTMENT OF CITYWIDE ADMIN SERVICE","CITYWIDE FLEET SERVICES - OTPS","17,537,269"
"20170124","2018","CITY COUNCIL","CMTEE ON PUBLIC SAFETY","1"
"20170124","2018","CITY COUNCIL","CMTEE ON STANDARDS & ETHICS","1"
"20170124","2018","FINANCIAL INFORMATION SERVICE AGENCY","PERSONAL SERVICES","49,009,195"
"20170124","2018","ADMIN FOR CHILDREN'S SERVICES","PERSONAL SERVICES","316,622,847"
"20170124","2018","DEPARTMENT OF EDUCATION","SCHOOL FACILITIES - OTPS","810,658,602"
"20170124","2018","BROOKLYN COMMUNITY BOARD #18","PERSONAL SERVICES","213,300"
"20170124","2018","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","MENTAL HYGIENE MANAGEMENT SERVICES- OTPS","47,849,820"
"20170124","2018","BROOKLYN COMMUNITY BOARD #18","RENT","2"
"20170124","2018","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","CHEMICAL DEPENDENCY AND HEALTH PROMOTION","88,804,893"
"20170124","2018","QUEENS COMMUNITY BOARD #9","OTHER THAN PERSONAL SERVICES","15,706"
"20170124","2018","CITY COUNCIL","CMTEE ON STANDARDS AND ETHICS","1"
"20170124","2018","BROOKLYN COMMUNITY BOARD #1","RENT AND ENERGY","73,571"
"20170124","2018","FIRE DEPARTMENT","FIRE INVESTIGATION-OTPS","150,060"
"20170124","2018","MISCELLANEOUS","INDIGENT DEFENSE SERVICES","255,508,663"
"20170124","2018","OFFICE OF THE COMPTROLLER","THIRD DEPUTY COMPT-OTPS","22,120,901"
"20170124","2018","QUEENS COMMUNITY BOARD #14","RENT AND ENERGY","28,935"
"20170124","2018","DEPARTMENT OF CULTURAL AFFAIRS","STUDIO MUSEUM IN HARLEM","855,715"
"20170124","2018","BRONX COMMUNITY BOARD #8","OTHER THAN PERSONAL SERVICES","12,571"
"20170124","2018","OFFICE OF PAYROLL ADMINISTRATION","OTHER THAN PERSONAL SERVICE","1,757,418"
"20170124","2018","CITY UNIVERSITY OF NEW YORK","HUNTER SCHOOLS-OTPS","1,330,953"
"20170124","2018","MANHATTAN COMMUNITY BOARD #11","RENT AND ENERGY","79,041"
"20170124","2018","DEPARTMENT OF CITYWIDE ADMIN SERVICE","EXTERNAL PUBLICATIONS AND RETAIL - OTPS","996,962"
"20170124","2018","QUEENS COMMUNITY BOARD #12","OTHER THAN PERSONAL SERVICES","18,346"
"20170124","2018","DEPARTMENT OF FINANCE","ADMINISTRATION-OTPS","56,577,182"
"20170124","2018","BROOKLYN COMMUNITY BOARD #14","OTHER THAN PERSONAL SERVICES","4,622"
"20170124","2018","DEPARTMENT OF CULTURAL AFFAIRS","S I HISTORICAL SOCIETY","737,965"
"20170124","2018","BROOKLYN COMMUNITY BOARD #3","PERSONAL SERVICES","184,497"
"20170124","2018","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","EARLY INTERVENTION - OTPS","201,242,311"
"20170124","2018","CITY COUNCIL","COMM ON FIRE & CRIMINAL JUSTICE","1"
"20170124","2018","PENSION CONTRIBUTIONS","NON - ACTUARIAL PENSIONS","70,371,665"
"20170124","2018","DEPARTMENT OF CITY PLANNING","GEOGRAPHIC SYSTEMS","297,688"
"20170124","2018","DEPARTMENT OF CULTURAL AFFAIRS","MUSEUM OF THE CITY OF NY","1,668,952"
"20170124","2018","NYC TAXI AND LIMOUSINE COMM","OTHER THAN PERSONAL SERVICE","32,138,542"
"20170124","2018","CITY COUNCIL","COMMITTEE ON TRANSPORTATION","1"
"20170124","2018","CITY COUNCIL","COMMITTEE ON CONSUMER AFFAIRS","1"
"20170124","2018","DEPARTMENT OF RECORDS & INFORMATION SVS","OTHER THAN PERSONAL SERVICES","4,192,093"
"20170124","2018","DEPARTMENT OF FINANCE","AUDIT-OTPS","966,080"
"20170124","2018","CITY COUNCIL","COMMITTEE ON WATERFRONTS","1"
"20170124","2018","CITY COUNCIL","COMMITTEE ON PUBLIC HOUSING","1"
"20170124","2018","DEPARTMENT OF RECORDS & INFORMATION SVS","PERSONAL SERVICES","3,391,087"
"20170124","2018","FIRE DEPARTMENT","EXECUTIVE ADMINISTRATIVE","118,632,472"
"20170124","2018","DEPARTMENT OF SANITATION","MOTOR EQUIPMENT-OTPS","28,135,682"
"20170124","2018","QUEENS COMMUNITY BOARD #6","RENT AND ENERGY","55,352"
"20170124","2018","BROOKLYN COMMUNITY BOARD #3","OTHER THAN PERSONAL SERVICES","49,414"
"20170124","2018","DEPARTMENT OF EDUCATION","CENTRAL ADMINISTRATION - OTPS","155,574,734"
"20170124","2018","MAYORALTY","OFF FOR PEOPLE WITH DISAB-OTPS","124,106"
"20170124","2018","MANHATTAN COMMUNITY BOARD #12","RENT","338,562"
"20170124","2018","MAYORALTY","COMMISSION ON GENDER EQUITY-PS","120,000"
"20170124","2018","QUEENS COMMUNITY BOARD #7","PERSONAL SERVICES","216,850"
"20170124","2018","CITY COUNCIL","COMMITTEE ON HEALTH","1"
"20170124","2018","OFFICE OF THE COMPTROLLER","SECOND DEPUTY COMPT-PS","13,454,693"
"20170124","2018","QUEENS COMMUNITY BOARD #11","OTHER THAN PERSONAL SERVICES","18,902"
"20170124","2018","STATEN ISLAND COMMUNITY BOARD #3","RENT AND ENERGY","112,751"
"20170124","2018","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","OFFICE OF CHIEF MEDICAL EXAMINER - OTPS","16,464,826"
"20170124","2018","QUEENS COMMUNITY BOARD #1","RENT","37,745"
"20170124","2018","HOUSING PRESERVATION AND DEVELOPMENT","HOUSING MAINTENANCE AND SALES","34,331,704"
"20170124","2018","DEPARTMENT OF SMALL BUSINESS SERVICES","DEPT. OF BUSINESS P.S.","16,313,810"
"20170124","2018","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","HEALTH ADMINISTRATION - PS","49,211,393"
"20170124","2018","DEPARTMENT OF EMERGENCY MANAGEMENT","OTHER THAN PERSONAL SERVICES","41,371,688"
"20170124","2018","DEPARTMENT OF EDUCATION","CENTRAL ADMINISTRATION - PS","195,260,887"
"20170124","2018","INDEPENDENT BUDGET OFFICE","PERSONAL SERVICE","6,075,580"
"20170124","2018","MANHATTAN COMMUNITY BOARD #5","PERSONAL SERVICES","219,655"
"20170124","2018","DEPARTMENT OF FINANCE","PARKING VIOLATIONS BUREAU OTPS","1,448,198"
"20170124","2018","BRONX COMMUNITY BOARD #6","OTHER THAN PERSONAL SERVICES","12,627"
"20170124","2018","OFFICE OF THE COMPTROLLER","EXECUTIVE MANAGEMENT-OTPS","130,916"
"20170124","2018","BROOKLYN COMMUNITY BOARD #8","OTHER THAN PERSONAL SERVICES","22,768"
"20170124","2018","CITY COUNCIL","COMMITTEE ON HIGHER EDUCATION","1"
"20170124","2018","BROOKLYN COMMUNITY BOARD #16","RENT","35,336"
"20170124","2018","DEPARTMENT OF CITYWIDE ADMIN SERVICE","CITYWIDE FLEET SERVICES","2,763,201"
"20170124","2018","DEBT SERVICE","LEASE PURCH & CITY GUAR DEBT","118,149,470"
"20170124","2018","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","ENVIRONMENTAL HEALTH - PS","63,833,611"
"20170124","2018","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","FAMILY & CHILD HLTH AND HLTH EQUITY-OTPS","59,127,153"
"20170124","2018","BROOKLYN COMMUNITY BOARD #9","RENT AND ENERGY","156,036"
"20170124","2018","DEPARTMENT OF EMERGENCY MANAGEMENT","PERSONAL SERVICES","18,282,070"
"20170124","2018","PUBLIC ADMINISTRATOR-KINGS COUNTY","PERSONAL SERVICES","761,429"
"20170124","2018","DEPARTMENT OF YOUTH & COMMUNITY DEV","OTHER THAN PERSONAL SERVICES","614,378,371"
"20170124","2018","DEPARTMENT OF CORRECTION","ADMINISTRATION - OTPS","15,962,053"
"20170124","2018","MANHATTAN COMMUNITY BOARD #3","OTHER THAN PERSONAL SERVICES","12,474"
"20170124","2018","MANHATTAN COMMUNITY BOARD #12","PERSONAL SERVICES","210,574"
"20170124","2018","MISCELLANEOUS","FRINGE BENEFITS","5,776,791,988"
"20170124","2018","CITY CLERK","OTHER THAN PERSONAL SERVICES","1,171,055"
"20170124","2018","BRONX COMMUNITY BOARD #4","RENT","7,502"
"20170124","2018","DEPARTMENT OF FINANCE","LEGAL","6,447,011"
"20170124","2018","DEPARTMENT OF YOUTH & COMMUNITY DEV","COMMUNITY DEVELOPMENT OTPS","75,274,544"
"20170124","2018","MANHATTAN COMMUNITY BOARD #3","PERSONAL SERVICES","229,437"
"20170124","2018","DEPARTMENT OF PARKS AND RECREATION","DESIGN & ENGINEERING-OTPS","4,160,988"
"20170124","2018","BRONX COMMUNITY BOARD #1","OTHER THAN PERSONAL SERVICES","20,281"
"20170124","2018","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","EPIDEMIOLOGY - OTPS","5,486,444"
"20170124","2018","CITY COUNCIL","COMMITTEE ON OVERSIGHT & INVESTIGATIONS","1"
"20170124","2018","MANHATTAN COMMUNITY BOARD #9","OTHER THAN PERSONAL SERVICES","41,327"
"20170124","2018","DEPARTMENT OF PARKS AND RECREATION","RECREATION SERVICES","24,843,432"
"20170124","2018","BOROUGH PRESIDENT STATEN ISLAND","OTHER THAN PERSONAL SERVICES","836,424"
"20170124","2018","FIRE DEPARTMENT","FIRE INVESTIGATION","18,647,012"
"20170124","2018","DEPARTMENT OF ENVIRONMENTAL PROTECT.","CENTRAL UTILITY","79,643,874"
"20170124","2018","NEW YORK RESEARCH LIBRARIES","LUMP SUM APPROPRIATION","27,462,828"
"20170124","2018","DEPARTMENT OF CITYWIDE ADMIN SERVICE","ASSET MANAGEMENT-PUBLIC FACILITIES","98,491,306"
"20170124","2018","OFFICE OF ADMINISTRATIVE TAX APPEALS","OTHER THAN PERSONAL SERVICE","313,691"
"20170124","2018","DEPARTMENT OF FINANCE","PROPERTY","28,971,445"
"20170124","2018","FIRE DEPARTMENT","FIRE PREVENTION","35,990,394"
"20170124","2018","DEPARTMENT OF SOCIAL SERVICES","ADMINISTRATION-OTPS","262,776,806"
"20170124","2018","MANHATTAN COMMUNITY BOARD #5","RENT AND ENERGY","84,027"
"20170124","2018","NYC TAXI AND LIMOUSINE COMM","PERSONAL SERVICE","38,473,539"
"20170124","2018","BROOKLYN COMMUNITY BOARD #11","RENT AND ENERGY","45,433"
"20170124","2018","DEPARTMENT OF PARKS AND RECREATION","EXEC MGT/ADMIN SVCS-OTPS","23,315,968"
"20170124","2018","CITY COUNCIL","CULT. AFFAIRS, LIB. & INT'L INTGRP. REL","1"
"20170124","2018","DEPARTMENT OF CULTURAL AFFAIRS","AMER MUSEUM NATURAL HISTORY","16,140,709"
"20170124","2018","DEPARTMENT OF FINANCE","PROPERTY-OTPS","2,657,970"
"20170124","2018","DEPARTMENT OF CITYWIDE ADMIN SERVICE","EXECUTIVE AND OPERATIONS SUPPORT - OTPS","4,882,436"
"20170124","2018","DEPARTMENT OF VETERANS' SERVICES","OTHER THAN PERSONAL SERVICES","967,000"
"20170124","2018","CITY COUNCIL","CMTEE ON LOWER MANHATTAN REDEVELOPMENT","1"
"20170124","2018","DEPARTMENT OF YOUTH & COMMUNITY DEV","EXECUTIVE AND ADMINISTRATIVE MGMT PS","14,971,841"
"20170124","2018","DEPARTMENT OF CITYWIDE ADMIN SERVICE","DIV OF ADMINISTRATION AND SECURITY - PS","10,944,760"
"20170124","2018","DEPARTMENT OF CITYWIDE ADMIN SERVICE","BD OF STANDARD & APPEALS PS","2,232,553"
"20170124","2018","DEPARTMENT OF CULTURAL AFFAIRS","BKLYN CHILDREN'S MUSEUM","2,016,316"
"20170124","2018","BRONX COMMUNITY BOARD #4","OTHER THAN PERSONAL SERVICES","35,367"
"20170124","2018","DEPARTMENT OF CULTURAL AFFAIRS","CULTURAL PROGRAMS","59,427,846"
"20170124","2018","DEPARTMENT OF SANITATION","CLEANING & COLLECTION","701,656,697"
"20170124","2018","BROOKLYN COMMUNITY BOARD #16","OTHER THAN PERSONAL SERVICES","26,022"
"20170124","2018","DEPARTMENT OF FINANCE","ADMINISTRATION & PLANNING","42,549,359"
"20170124","2018","CITYWIDE SAVINGS INITIATIVES","Citywide Savings - PS","0"
"20170124","2018","BOROUGH PRESIDENT - MANHATTAN","OTHER THAN PERSONAL SERVICES","778,840"
"20170124","2018","MANHATTAN COMMUNITY BOARD #7","OTHER THAN PERSONAL SERVICES","10,918"
"20170124","2018","CAMPAIGN FINANCE BOARD","OTHER THAN PERSONAL SERVICES","5,714,000"
"20170124","2018","QUEENS COMMUNITY BOARD #12","RENT AND ENERGY","54,225"
"20170124","2018","QUEENS COMMUNITY BOARD #3","RENT","85,802"
"20170124","2018","DEPARTMENT OF CULTURAL AFFAIRS","QUEENS BOTANICAL GARDEN","1,117,778"
"20170124","2018","STATEN ISLAND COMMUNITY BOARD #3","PERSONAL SERVICES","223,398"
"20170124","2018","BUSINESS INTEGRITY COMMISSION","PERSONAL SERVICES","5,985,452"
"20170124","2018","NEW YORK PUBLIC LIBRARY","LUMP SUM- BORO OF BRONX","24,368,046"
"20170124","2018","QUEENS COMMUNITY BOARD #14","OTHER THAN PERSONAL SERVICES","16,590"
"20170124","2018","BROOKLYN COMMUNITY BOARD #12","OTHER THAN PERSONAL SERVICES","45,656"
"20170124","2018","STATEN ISLAND COMMUNITY BOARD #2","RENT","45,002"
"20170124","2018","OFFICE OF THE COMPTROLLER","FIRST DEPUTY COMPT-PS","36,841,734"
"20170124","2018","OFFICE OF COLLECTIVE BARGAINING","PERSONAL SERVICES","1,984,442"
"20170124","2018","DEPARTMENT OF PARKS AND RECREATION","EXEC MGMT & ADMIN","8,382,145"
"20170124","2018","MAYORALTY","OFFICE OF MGMT AND BUDGET-PS","34,073,654"
"20170124","2018","DEPARTMENT OF TRANSPORTATION","BUREAU OF BRIDGES - OTPS","26,718,997"
"20170124","2018","BRONX COMMUNITY BOARD #2","RENT AND ENERGY","47,777"
"20170124","2018","BRONX COMMUNITY BOARD #10","OTHER THAN PERSONAL SERVICES","8,370"
"20170124","2018","CITY COUNCIL","CMTEE ON STATE AND FED LEG","1"
"20170124","2018","QUEENS COMMUNITY BOARD #9","PERSONAL SERVICES","218,205"
"20170124","2018","HOUSING PRESERVATION AND DEVELOPMENT","OFFICE OF HOUSING PRESERVATION","80,975,314"
"20170124","2018","MAYORALTY","OFFICE OF OPERATIONS-PS","8,105,644"
"20170124","2018","MANHATTAN COMMUNITY BOARD #6","RENT","126,009"
"20170124","2018","QUEENS BOROUGH PUBLIC LIBRARY","LUMP SUM","102,203,544"
"20170124","2018","MAYORALTY","SPECIAL ENFORCEMENT-PS","690,491"
"20170124","2018","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","MENTAL HEALTH","239,474,763"
"20170124","2018","COMMISSION ON HUMAN RIGHTS","COMM DEVELOP OTPS","2,278,705"
"20170124","2018","DEPARTMENT OF CORRECTION","OPERATIONS","1,106,113,207"
"20170124","2018","DEPARTMENT OF SOCIAL SERVICES","PUBLIC ASSISTANCE - OTPS","2,271,423,595"
"20170124","2018","DISTRICT ATTORNEY RICHMOND COUNTY","OTHER THAN PERSONAL SERVICES","2,329,565"
"20170124","2018","MAYORALTY","NYC COMM TO THE UN-OTPS","218,738"
"20170124","2018","OFFICE OF THE COMPTROLLER","EXECUTIVE MANAGEMENT-PS","4,247,686"
"20170124","2018","PUBLIC ADMINISTRATOR- QUEENS COUNTY","PERSONAL SERVICES","596,432"
"20170124","2018","CITY COUNCIL","CMTEE ON PARKS REC & CULT","1"
"20170124","2018","INDEPENDENT BUDGET OFFICE","OTHER THAN PERSONAL SERVICE","795,184"
"20170124","2018","BOROUGH PRESIDENT STATEN ISLAND","PERSONAL SERVICES","3,593,293"
"20170124","2018","CITY COUNCIL","COMMITTEE ON CIVIL RIGHTS","1"
"20170124","2018","BROOKLYN COMMUNITY BOARD #7","OTHER THAN PERSONAL SERVICES","5,699"
"20170124","2018","BOROUGH PRESIDENT - QUEENS","PERSONAL SERVICES","3,972,883"
"20170124","2018","DEPARTMENT OF SANITATION","WASTE DISPOSAL-OTPS","514,871,777"
"20170124","2018","DEPARTMENT OF PARKS AND RECREATION","DESIGN & ENGINEERING","46,699,679"
"20170124","2018","QUEENS COMMUNITY BOARD #4","PERSONAL SERVICES","208,482"
"20170124","2018","DEPARTMENT OF TRANSPORTATION","EXEC ADM & PLANN MGT.","50,328,463"
"20170124","2018","QUEENS COMMUNITY BOARD #13","PERSONAL SERVICES","207,502"
"20170124","2018","MAYORALTY","CRIMINAL JUSTICE PROGRAMS PS","3,086,957"
"20170124","2018","DEPARTMENT OF SMALL BUSINESS SERVICES","ECONOMIC DEVELOPMENT CORP.","64,916,671"
"20170124","2018","DEPARTMENT OF CITY PLANNING","GEOGRAPHIC SYSTEMS","2,278,931"
"20170124","2018","MAYORALTY","MAYOR'S OFFICE OF CONTRACT SERVICES-OTPS","786,719"
"20170124","2018","LANDMARKS PRESERVATION COMM.","OTHER THAN PERSONAL SERVICES","738,642"
"20170124","2018","MAYORALTY","OFFICE OF THE MAYOR-OTPS","3,856,313"
"20170124","2018","DEPARTMENT OF DESIGN & CONSTRUCTION","OTHER THAN PERSONAL SERVICES","364,224,798"
"20170124","2018","FIRE DEPARTMENT","FIRE EXTING AND EMERG RESP","1,332,379,001"
"20170124","2018","MANHATTAN COMMUNITY BOARD #4","OTHER THAN PERSONAL SERVICES","9,527"
"20170124","2018","DISTRICT ATTORNEY NEW YORK COUNTY","OTHER THAN PERSONAL SERVICES","7,382,765"
"20170124","2018","DEPARTMENT OF BUILDINGS","PERSONAL SERVICES","126,836,881"
"20170124","2018","CITY COUNCIL","COMMITTEE ON PUBLIC SAFETY","1"
"20170124","2018","CITY COUNCIL","COMMITTEE ON OVERSIGHT & INVESTIGATIONS","1"
"20170124","2018","CITY COUNCIL","COUNCIL MEMBERS","26,415,500"
"20170124","2018","BRONX COMMUNITY BOARD #6","RENT AND ENERGY","3,319"
"20170124","2018","BRONX COMMUNITY BOARD #6","PERSONAL SERVICES","221,284"
"20170124","2018","HEALTH AND HOSPITALS CORP","LUMP SUM","344,045,788"
"20170124","2018","BROOKLYN COMMUNITY BOARD #8","PERSONAL SERVICES","211,143"
"20170124","2018","CITY COUNCIL","CMTEE ON ENVIRON PROTECTION","1"
"20170124","2018","BROOKLYN COMMUNITY BOARD #6","PERSONAL SERVICES","222,135"
"20170124","2018","CITY COUNCIL","CMTEE ON YOUTH SERVICES","1"
"20170124","2018","BROOKLYN COMMUNITY BOARD #16","PERSONAL SERVICES","207,889"
"20170124","2018","BROOKLYN COMMUNITY BOARD #15","PERSONAL SERVICES","187,725"
"20170124","2018","DEPARTMENT OF SMALL BUSINESS SERVICES","DEPT. OF BUSINESS O.T.P.S.","48,434,114"
"20170124","2018","DEPARTMENT OF CONSUMER AFFAIRS","OTHER THAN PERSONAL SERVICE","14,053,975"
"20170124","2018","DISTRICT ATTORNEY RICHMOND COUNTY","PERSONAL SERVICES","11,582,906"
"20170124","2018","BOROUGH PRESIDENT - QUEENS","OTHER THAN PERSONAL SERVICES","1,300,504"
"20170124","2018","BROOKLYN COMMUNITY BOARD #10","PERSONAL SERVICES","211,870"
"20170124","2018","DEPARTMENT OF CULTURAL AFFAIRS","SNUG HARBOR CULTURAL CENTER","1,897,009"
"20170124","2018","MANHATTAN COMMUNITY BOARD #12","OTHER THAN PERSONAL SERVICES","28,337"
"20170124","2018","BROOKLYN COMMUNITY BOARD #2","RENT","48,316"
"20170124","2018","DEPARTMENT FOR THE AGING","COMMUNITY PROGRAMS - OTPS","298,838,484"
"20170124","2018","DEPARTMENT OF SANITATION","EXEC & ADMINISTRATIVE-OTPS","100,809,074"
"20170124","2018","STATEN ISLAND COMMUNITY BOARD #1","OTHER THAN PERSONAL SERVICES","13,212"
"20170124","2018","DEPARTMENT OF TRANSPORTATION","TRANSIT OPERATIONS","62,202,003"
"20170124","2018","BROOKLYN COMMUNITY BOARD #5","PERSONAL SERVICES","220,866"
"20170124","2018","MAYORALTY","OFFICE OF THE MAYOR-PS","32,472,868"
"20170124","2018","DEPARTMENT OF CITYWIDE ADMIN SERVICE","EXTERNAL PUBLICATIONS AND RETAIL","1,597,328"
"20170124","2018","DEPARTMENT OF CULTURAL AFFAIRS","METROPOLITAN MUSEUM OF ART","26,447,675"
"20170124","2018","DEPARTMENT OF PARKS AND RECREATION","MAINTENANCE & OPERATIONS","299,733,934"
"20170124","2018","DEPARTMENT OF HOMELESS SERVICES","DEPT OF HOMELESS SERVICES-OTPS","1,152,819,459"
"20170124","2018","CITY COUNCIL","CMTEE ON PARKS REC & CULT","1"
"20170124","2018","DEPARTMENT OF INVESTIGATION","INSPECTOR GENERAL-PS","5,225,579"
"20170124","2018","POLICE DEPARTMENT","TRAFFIC ENFORCEMENT-OTPS","10,640,324"
"20170124","2018","QUEENS COMMUNITY BOARD #10","RENT","48,544"
"20170124","2018","DEPARTMENT OF EDUCATION","CATEGORICAL PROGRAMS - OTPS","603,142,050"
"20170124","2018","DEPARTMENT OF EDUCATION","SE INSTR & SCH LEADERSHIP -OTPS","5,349,878"
"20170124","2018","DEPARTMENT OF EDUCATION","SCHOOL FACILITIES - PS","192,661,757"
"20170124","2018","FIRE DEPARTMENT","EMERGENCY MEDICAL SERVICES-PS","249,698,633"
"20170124","2018","MANHATTAN COMMUNITY BOARD #10","PERSONAL SERVICES","210,326"
"20170124","2018","DEPARTMENT OF SANITATION","SNOW BUDGET-PS","53,265,414"
"20170124","2018","CITY COUNCIL","CMTEE ON GENERAL WELFARE","1"
"20170124","2018","BRONX COMMUNITY BOARD #11","OTHER THAN PERSONAL SERVICES","9,485"
"20170124","2018","PUBLIC ADMINISTRATOR-BRONX COUNTY","PERSONAL SERVICES","627,263"
"20170124","2018","DEPARTMENT OF FINANCE","PARKING VIOLATIONS BUREAU","10,496,626"
"20170124","2018","BRONX COMMUNITY BOARD #2","OTHER THAN PERSONAL SERVICES","48,833"
"20170124","2018","DEPARTMENT OF SMALL BUSINESS SERVICES","CONTRACT COMP & BUS OPP - OTPS","4,318,370"
"20170124","2018","CITY COUNCIL","MEN HLTH, RET, ALC,DRUG ABUSE & DIS SVCS","1"
"20170124","2018","MAYORALTY","OFFICE OF OPERATIONS-OTPS","110,000"
"20170124","2018","QUEENS COMMUNITY BOARD #8","OTHER THAN PERSONAL SERVICES","10,028"
"20170124","2018","DEPARTMENT OF CITYWIDE ADMIN SERVICE","EXECUTIVE AND OPERATIONS SUPPORT","22,405,203"
"20170124","2018","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","EARLY INTERVENTION - PS","16,363,196"
"20170124","2018","BOARD OF CORRECTION","OTHER THAN PERSONAL SERVICE","200,360"
"20170124","2018","DEPARTMENT OF INFO TECH & TELECOMM","PERSONAL SERVICES","140,729,414"
"20170124","2018","DEPARTMENT OF EDUCATION","SCHOOL SUPPORT ORGANIZATION","278,250,283"
"20170124","2018","MANHATTAN COMMUNITY BOARD #2","RENT AND ENERGY","121,361"
"20170124","2018","CIVILIAN COMPLAINT REVIEW BOARD","CCRB-OTPS","3,511,047"
"20170124","2018","PUBLIC ADVOCATE","PERSONAL SERVICES","3,338,705"
"20170124","2018","BROOKLYN COMMUNITY BOARD #5","OTHER THAN PERSONAL SERVICES","13,045"
"20170124","2018","CIVIL SERVICE COMMISSION","OTHER THAN PERSONAL SERVICES","74,317"
"20170124","2018","DEPARTMENT OF CULTURAL AFFAIRS","SI INSTITUTE ARTS & SCIENCES","976,741"
"20170124","2018","DEPARTMENT OF PROBATION","EXECUTIVE MANAGEMENT - OTPS","125,553"
"20170124","2018","OFFICE OF ADMIN TRIALS & HEARINGS","OFFICE OF ADMIN. TRIALS & HEARINGS- OTPS","8,889,162"
"20170124","2018","MAYORALTY","MAYOR'S OFFICE OF CONTRACT SERVICES - PS","10,333,305"
"20170124","2018","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","MENTAL HYGIENE MANAGEMENT SERVICES - PS","38,147,684"
"20170124","2018","MANHATTAN COMMUNITY BOARD #9","PERSONAL SERVICES","202,584"
"20170124","2018","BROOKLYN COMMUNITY BOARD #9","PERSONAL SERVICES","199,685"
"20170124","2018","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","DEVELOPMENT DISABILITY - OTPS","16,216,504"
"20170124","2018","DEPARTMENT OF EDUCATION","SE INSTR & SCH LEADERSHIP - PS","1,552,538,005"
"20170124","2018","BRONX COMMUNITY BOARD #7","PERSONAL SERVICES","204,648"
"20170124","2018","BRONX COMMUNITY BOARD #11","RENT","55,763"
"20170124","2018","DEBT SERVICE","FUNDED DEBT-W/O CONST LIMIT","2,304,134,609"
"20170124","2018","CITY COUNCIL","CMTEE ON CIVIL SERV & LABOR","1"
"20170124","2018","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","PREVENTION & PRIMARY CARE - PS","13,496,582"
"20170124","2018","STATEN ISLAND COMMUNITY BOARD #2","OTHER THAN PERSONAL SERVICES","24,626"
"20170124","2018","CITY COUNCIL","COMMITTEE ON TECHNOLOGY IN GOVERNMENT","1"
"20170124","2018","DEPARTMENT OF CULTURAL AFFAIRS","OFFICE OF COMMISSIONER - OTPS","1,982,757"
"20170124","2018","POLICE DEPARTMENT","ADMINISTRATION-OTPS","294,431,180"
"20170124","2018","BRONX COMMUNITY BOARD #3","RENT","60,195"
"20170124","2018","BOARD OF ELECTIONS","OTHER THAN PERSONAL SERVICES","71,390,634"
"20170124","2018","PUBLIC ADMINISTRATOR-NEW YORK COUNTY","OTHER THAN PERSONAL SERVICES","1,026,638"
"20170124","2018","DEPARTMENT OF EDUCATION","GE INSTR & SCH LEADERSHIP - PS","6,164,926,031"
"20170124","2018","CONFLICTS OF INTEREST BOARD","OTHER THAN PERSONAL SERVICES","160,486"
"20170124","2018","QUEENS COMMUNITY BOARD #11","PERSONAL SERVICES","215,009"
"20170124","2018","CITY COUNCIL","COMMITTEE ON IMMIGRATION","1"
"20170124","2018","DEPARTMENT OF EDUCATION","GE INSTR & SCH LEADERSHIP - OTPS","861,700,587"
